year,month,day,open,high,low,close,adj-close,volume
2021,06,03,72.35,72.90,72.35,72.58,70.12,1326300
2021,06,04,72.98,73.04,72.43,72.83,70.37,852700
2021,06,07,72.95,73.08,72.65,72.78,70.32,810100
2021,06,08,72.49,72.78,72.27,72.61,70.15,1381200
2021,06,09,72.75,72.75,71.97,72.10,69.66,1014300
2021,06,10,72.52,72.60,71.98,71.99,69.55,972500
2021,06,11,71.99,72.18,71.53,71.78,69.35,1287300
2021,06,14,71.76,71.85,71.34,71.59,69.17,2085100
2021,06,15,71.53,71.97,71.46,71.80,69.37,1264000
2021,06,16,71.69,72.01,71.46,71.66,69.23,1808700
2021,06,17,71.67,72.00,70.46,70.92,68.52,3631600
2021,06,18,70.18,70.35,69.78,70.01,67.64,3677900
2021,06,21,70.55,71.03,70.26,70.91,68.51,1523300
2021,06,22,70.92,70.92,70.14,70.82,68.42,2015200
2021,06,23,70.97,70.97,70.49,70.67,68.28,1485100
2021,06,24,71.01,71.13,70.51,70.70,68.31,1174100
2021,06,25,71.00,71.39,70.86,71.30,68.89,1040800
2021,06,28,71.18,71.18,70.23,70.39,68.01,2542500
2021,06,29,70.54,70.72,70.07,70.14,67.77,1526900
2021,06,30,70.00,70.44,69.83,70.05,67.68,1292800
2021,07,01,70.41,70.87,70.17,70.76,68.37,599000
2021,07,02,70.57,70.80,70.28,70.59,68.20,937300
2021,07,06,70.67,70.72,69.60,69.96,67.59,3774300
2021,07,07,69.99,70.08,69.34,69.62,67.26,4123800
2021,07,08,68.27,68.29,66.61,66.84,65.32,5160200
2021,07,09,67.70,68.21,67.23,68.06,66.51,2257000
2021,07,12,67.66,68.37,67.31,68.34,66.78,1320100
2021,07,13,68.15,68.26,67.35,67.64,66.10,1409500
2021,07,14,68.11,68.41,67.49,67.69,66.15,1149400
2021,07,15,67.12,67.63,66.96,67.19,65.66,1286500
2021,07,16,67.33,67.46,66.58,66.63,65.11,1002800
2021,07,19,65.41,65.55,63.82,64.15,62.69,3468700
2021,07,20,64.09,65.12,63.68,64.93,63.45,1569500
2021,07,21,65.50,66.13,65.33,65.92,64.42,1193100
2021,07,22,65.95,65.97,65.22,65.56,64.07,1063800
2021,07,23,66.01,66.19,65.71,65.81,64.31,1157700
2021,07,26,65.77,66.15,65.50,65.89,64.39,1537000
2021,07,27,65.48,66.32,65.29,66.01,64.51,1731500
2021,07,28,66.21,66.60,65.63,66.44,64.93,2409800
2021,07,29,67.00,67.69,66.96,67.18,65.65,1478800
2021,07,30,67.11,67.22,65.97,66.45,64.94,1791900
2021,08,02,66.84,67.63,65.91,65.98,64.48,1006400
2021,08,03,66.41,66.87,65.99,66.73,65.21,1110300
2021,08,04,66.35,67.04,66.29,66.41,64.90,957100
2021,08,05,66.81,67.26,66.81,67.02,65.49,998700
2021,08,06,67.18,67.54,67.18,67.50,65.96,1448800
2021,08,09,67.56,67.61,67.24,67.25,65.72,968600
2021,08,10,67.35,68.50,67.26,68.44,66.88,1492800
2021,08,11,68.75,69.32,68.67,69.21,67.64,1182100
2021,08,12,69.21,69.26,68.69,69.06,67.49,807500
2021,08,13,69.15,69.30,68.73,68.80,67.23,645600
2021,08,16,68.44,68.66,67.96,68.65,67.09,882700
2021,08,17,68.26,68.37,67.62,68.06,66.51,1543200
2021,08,18,67.96,68.14,67.65,67.67,66.13,1214000
2021,08,19,66.81,67.12,66.21,66.72,65.20,2011400
2021,08,20,66.52,67.20,66.22,67.17,65.64,932800
2021,08,23,67.78,68.24,67.65,68.19,66.64,960500
2021,08,24,68.21,68.41,67.96,68.09,66.54,1426700
2021,08,25,68.11,68.55,67.84,68.10,66.55,2634600
2021,08,26,68.12,68.14,66.05,66.11,64.61,2071200
2021,08,27,65.98,66.38,65.45,66.07,64.57,1685900
2021,08,30,66.19,66.38,65.62,65.65,64.16,1422300
2021,08,31,65.52,66.20,64.93,64.94,63.46,1649300
2021,09,01,65.17,65.99,64.97,65.07,63.59,2010500
2021,09,02,65.20,65.83,64.76,65.77,64.27,1298200
2021,09,03,65.89,65.98,65.50,65.83,64.33,838900
2021,09,07,65.79,66.39,65.58,65.60,64.11,1488200
2021,09,08,65.60,65.76,65.00,65.02,63.54,1120100
2021,09,09,64.98,65.51,64.87,65.19,63.71,781200
2021,09,10,65.72,65.78,64.84,64.85,63.37,747100
2021,09,13,65.22,65.48,64.55,64.88,63.40,1136500
2021,09,14,65.16,65.25,64.40,64.53,63.06,1024200
2021,09,15,64.43,65.39,64.20,65.37,63.88,1219300
2021,09,16,65.36,65.71,64.88,65.42,63.93,935500
2021,09,17,65.25,65.61,64.17,64.65,63.18,2377700
2021,09,20,63.49,63.95,62.82,63.87,62.42,2598100
2021,09,21,64.21,64.69,63.89,64.09,62.63,1686200
2021,09,22,64.44,64.90,64.25,64.38,62.91,1088300
2021,09,23,65.00,65.82,65.00,65.73,64.23,1183700
2021,09,24,65.51,65.84,65.45,65.77,64.27,793800
2021,09,27,66.17,67.09,66.10,67.08,65.55,1225600
2021,09,28,67.01,67.23,66.36,66.98,65.46,2737000
2021,09,29,67.06,67.13,66.56,66.59,65.07,931900
2021,09,30,66.76,66.90,65.83,66.15,64.64,1381800
2021,10,01,66.63,67.85,66.35,67.60,66.06,1798400
2021,10,04,67.58,68.27,67.20,67.61,66.07,1204800
2021,10,05,67.89,68.67,67.64,68.27,66.72,3394100
2021,10,06,67.69,67.97,67.13,67.92,66.37,1351400
2021,10,07,67.64,68.13,67.55,68.13,67.36,3032500
2021,10,08,68.29,69.30,68.17,69.20,68.42,1366400
2021,10,11,69.54,69.76,68.89,68.91,68.13,631800
2021,10,12,68.97,69.19,68.62,68.74,67.97,985800
2021,10,13,68.74,68.96,67.85,68.36,67.59,1086600
2021,10,14,68.94,69.25,68.66,69.08,68.30,975500
2021,10,15,69.56,70.35,69.56,70.31,69.52,1155900
2021,10,18,70.21,70.71,70.02,70.55,69.76,1170500
2021,10,19,70.75,71.74,70.75,71.69,70.88,1280100
2021,10,20,71.77,72.32,71.62,72.30,71.49,887600
2021,10,21,72.36,72.41,71.62,71.71,70.90,665500
2021,10,22,71.90,72.33,71.80,72.09,71.28,842000
2021,10,25,72.24,72.40,71.81,72.29,71.48,917900
2021,10,26,72.41,73.22,72.28,72.87,72.05,1244200
2021,10,27,72.65,73.28,72.30,72.60,71.78,1501900
2021,10,28,72.78,73.31,72.68,72.70,71.88,965500
2021,10,29,72.64,72.76,71.83,72.51,71.69,1389400
2021,11,01,72.96,73.21,72.71,73.14,72.32,935400
2021,11,02,72.95,73.36,72.60,72.87,72.05,951500
2021,11,03,72.68,73.72,72.64,73.55,72.72,1357000
2021,11,04,73.46,73.53,72.82,73.26,72.44,1313600
2021,11,05,73.51,73.97,73.32,73.48,72.65,954500
2021,11,08,73.68,73.98,73.35,73.73,72.90,1174400
2021,11,09,73.42,73.75,73.13,73.64,72.81,2976500
2021,11,10,73.63,74.22,73.63,73.83,73.00,984000
2021,11,11,73.66,74.03,73.53,73.71,72.88,773900
2021,11,12,73.79,74.49,73.55,74.44,73.60,955300
2021,11,15,74.60,75.13,74.36,74.59,73.75,5403000
2021,11,16,74.56,74.84,74.18,74.19,73.35,862500
2021,11,17,73.96,74.25,73.08,73.38,72.55,1040100
2021,11,18,73.40,73.41,73.07,73.22,72.40,786400
2021,11,19,72.78,72.90,72.31,72.63,71.81,1465400
2021,11,22,73.72,73.95,73.20,73.22,72.40,1550500
2021,11,23,74.12,75.48,73.65,75.19,74.34,4975000
2021,11,24,74.89,75.73,74.79,75.62,74.77,2008700
2021,11,26,73.75,74.26,73.32,73.95,73.12,3099600
2021,11,29,74.55,74.82,73.06,73.37,72.54,2248200
2021,11,30,73.01,73.03,71.72,72.06,71.25,4510300
2021,12,01,72.44,73.55,71.68,71.73,70.92,3303600
2021,12,02,72.99,75.53,72.86,75.32,74.47,2558200
2021,12,03,75.46,75.46,74.20,74.43,73.59,2001100
2021,12,06,75.16,75.27,73.97,74.02,73.19,1775000
2021,12,07,74.53,75.31,74.53,75.04,74.20,1641300
2021,12,08,75.37,75.62,74.98,75.49,74.64,1522400
2021,12,09,74.83,75.30,74.72,75.05,74.21,991600
2021,12,10,75.28,75.45,74.81,74.95,74.11,1347300
2021,12,13,74.66,74.78,73.89,74.11,73.28,1821800
2021,12,14,73.88,74.72,73.58,73.70,72.87,1433400
2021,12,15,73.73,74.38,73.38,74.16,73.33,5949200
2021,12,16,74.78,75.68,74.53,74.76,73.92,1660300
2021,12,17,73.59,74.16,72.91,73.01,72.19,2145800
2021,12,20,72.39,72.83,71.89,72.61,71.79,1906300
2021,12,21,73.43,73.47,73.00,73.36,72.53,1426800
2021,12,22,73.25,74.36,73.25,74.35,73.51,1169800
2021,12,23,74.71,75.25,74.60,75.13,74.28,1026300
2021,12,27,75.28,76.58,75.16,76.47,75.61,845300
2021,12,28,76.37,77.20,76.37,76.50,75.64,964700
2021,12,29,76.24,76.65,76.05,76.19,75.33,1256200
2021,12,30,76.27,76.63,76.09,76.30,75.44,841200
2021,12,31,76.53,76.89,76.27,76.68,75.82,939500
2022,01,03,76.93,77.87,76.93,77.76,76.88,1490100
2022,01,04,77.89,78.71,77.49,78.21,77.33,2043200
2022,01,05,78.63,79.55,78.26,78.30,77.42,1652100
2022,01,06,78.99,79.36,78.61,79.07,78.18,3486300
2022,01,07,78.73,79.42,78.28,79.21,79.21,3396700
2022,01,10,79.13,79.29,78.20,78.69,78.69,1884400
2022,01,11,78.79,80.13,78.79,80.11,80.11,1652000
2022,01,12,80.16,81.14,80.15,81.14,81.14,2563900
2022,01,13,81.55,82.38,81.23,81.37,81.37,1546700
2022,01,14,80.75,82.10,80.47,81.64,81.64,1878000
2022,01,18,82.63,83.08,82.16,82.52,82.52,1897400
2022,01,19,82.73,82.88,81.01,81.25,81.25,2860000
2022,01,20,81.23,82.51,81.04,81.31,81.31,1655500
2022,01,21,80.71,81.05,79.33,79.69,79.69,2210500
2022,01,24,78.01,78.51,76.31,78.42,78.42,3083700
2022,01,25,77.90,79.74,77.12,79.13,79.13,2053400
2022,01,26,80.17,80.45,78.49,79.05,79.05,3187700
2022,01,27,79.66,80.27,78.57,78.95,78.95,2156300
2022,01,28,78.92,78.95,77.49,78.45,78.45,1781800
2022,01,31,78.38,80.10,78.01,80.03,80.03,1528400
2022,02,01,80.01,81.63,79.87,81.54,81.54,2432500
2022,02,02,82.04,83.23,81.85,83.05,83.05,1826200
2022,02,03,82.48,83.77,82.26,82.89,82.89,2383600
2022,02,04,82.62,83.32,82.31,82.79,82.79,1801300
2022,02,07,83.29,83.95,83.03,83.77,83.77,1654800
2022,02,08,83.86,84.82,83.78,84.63,84.63,1986700
2022,02,09,84.96,85.43,84.44,84.65,84.65,2471400
2022,02,10,84.18,85.61,84.17,84.78,84.78,2264600
2022,02,11,84.60,86.02,84.17,84.58,84.58,2316800
2022,02,14,84.13,84.46,82.93,83.43,83.43,2540300
2022,02,15,84.02,84.29,83.52,83.95,83.95,2353200
2022,02,16,83.88,85.39,83.69,85.00,85.00,1393300
2022,02,17,84.54,84.83,83.76,83.90,83.90,2268600
2022,02,18,83.90,84.08,83.17,83.22,83.22,2022700
2022,02,22,82.71,83.36,81.94,83.09,83.09,3136500
2022,02,23,83.55,83.77,81.77,82.08,82.08,2527600
2022,02,24,78.57,80.03,78.14,79.92,79.92,3845800
2022,02,25,80.59,82.62,80.43,82.43,82.43,2023300
2022,02,28,81.20,81.71,80.03,80.69,80.69,3936100
2022,03,01,80.49,80.78,77.23,77.60,77.60,3207800
2022,03,02,78.06,80.43,78.06,80.32,80.32,2651300
2022,03,03,79.21,80.01,77.32,77.49,77.49,2335900
2022,03,04,76.56,77.75,75.93,77.45,77.45,2504600
2022,03,07,76.35,76.91,75.61,75.83,75.83,3101400
2022,03,08,76.07,76.55,74.21,74.69,74.69,3120000
2022,03,09,76.67,77.40,76.19,76.85,76.85,2231300
2022,03,10,76.34,77.38,75.93,76.96,76.96,1649700
2022,03,11,77.42,78.18,76.91,76.96,76.96,1526000
2022,03,14,77.61,78.44,76.88,77.19,77.19,3082800
