year,month,day,open,high,low,close,adj-close,volume
2021,11,12,51.00,51.10,50.75,50.93,49.23,684900
2021,11,15,51.08,51.34,50.85,51.31,49.59,994400
2021,11,16,51.33,51.47,50.92,50.96,49.26,891100
2021,11,17,50.76,51.03,50.68,51.03,49.32,779400
2021,11,18,50.93,51.08,50.81,51.06,49.35,628400
2021,11,19,51.16,51.16,50.79,51.16,49.45,991200
2021,11,22,51.09,51.41,50.99,51.00,49.30,1040000
2021,11,23,50.87,51.24,50.73,51.21,49.50,1242500
2021,11,24,51.03,51.40,50.84,51.39,49.67,682400
2021,11,26,50.74,51.08,50.32,50.57,48.88,834500
2021,11,29,50.77,50.93,50.62,50.83,49.13,753000
2021,11,30,50.71,50.80,50.18,50.37,48.69,1157600
2021,12,01,50.61,51.24,50.24,50.25,48.57,958000
2021,12,02,50.15,51.34,50.15,51.17,49.46,1148100
2021,12,03,51.26,51.47,51.13,51.29,49.58,877800
2021,12,06,51.59,51.93,51.52,51.90,50.17,1132700
2021,12,07,52.22,52.50,52.05,52.31,50.56,977300
2021,12,08,52.29,52.38,51.72,51.92,50.18,946700
2021,12,09,51.74,51.77,51.40,51.53,49.81,795900
2021,12,10,51.68,51.74,51.50,51.70,49.97,709700
2021,12,13,51.62,51.63,51.13,51.32,49.60,3393500
2021,12,14,50.36,50.82,49.91,50.18,49.34,1859700
2021,12,15,50.02,50.59,50.02,50.55,49.71,1079500
2021,12,16,50.71,51.13,50.60,50.96,50.11,1538600
2021,12,17,50.42,51.32,50.30,50.98,50.13,1364600
2021,12,20,50.58,50.89,50.16,50.78,49.93,1553500
2021,12,21,51.01,51.17,50.79,51.00,50.15,1704000
2021,12,22,50.97,51.32,50.84,51.28,50.43,735800
2021,12,23,51.32,51.49,51.13,51.30,50.45,691800
2021,12,27,51.35,51.79,51.11,51.76,50.90,434500
2021,12,28,51.75,51.89,51.53,51.67,50.81,552200
2021,12,29,51.52,51.57,51.31,51.52,50.66,656400
2021,12,30,51.50,51.80,51.37,51.70,50.84,697700
2021,12,31,51.75,52.20,51.75,52.04,51.17,712800
2022,01,03,52.05,52.27,51.95,52.12,51.25,516300
2022,01,04,52.23,52.30,51.82,51.84,50.98,911100
2022,01,05,51.86,52.26,51.53,51.75,50.89,1078100
2022,01,06,51.87,52.11,51.68,51.88,51.02,910900
2022,01,07,51.84,52.17,51.69,52.15,51.28,964900
2022,01,10,52.08,52.08,51.67,51.87,51.01,719800
2022,01,11,51.91,52.22,51.62,52.18,51.31,640000
2022,01,12,52.31,52.53,52.25,52.53,51.65,1157900
2022,01,13,52.76,53.13,52.71,52.89,52.01,985100
2022,01,14,52.87,53.07,52.72,52.93,52.05,879700
2022,01,18,53.31,53.34,52.81,53.23,52.34,978200
2022,01,19,53.40,53.41,52.85,53.00,52.12,1013900
2022,01,20,53.00,53.27,52.50,52.51,51.63,932500
2022,01,21,52.33,52.42,51.88,51.96,51.09,1962200
2022,01,24,51.37,51.58,50.63,51.40,50.54,1733400
2022,01,25,51.07,52.09,50.79,51.77,50.91,1375800
2022,01,26,52.06,52.42,51.31,51.49,50.63,1851000
2022,01,27,51.63,52.11,51.40,51.46,50.60,1550300
2022,01,28,51.29,52.06,51.19,52.03,51.16,970200
2022,01,31,51.86,52.44,51.86,52.26,51.39,1152300
2022,02,01,52.23,52.26,51.90,52.20,51.33,1499800
2022,02,02,52.30,52.82,52.30,52.76,51.88,1275500
2022,02,03,52.59,53.36,52.56,53.17,52.28,1446700
2022,02,04,52.97,53.47,52.80,53.24,52.35,1098700
2022,02,07,53.55,53.55,52.85,52.92,52.04,1445400
2022,02,08,52.99,52.99,52.42,52.45,51.58,1222800
2022,02,09,52.65,52.74,52.53,52.72,51.84,1426500
2022,02,10,52.52,52.84,52.16,52.24,51.37,819200
2022,02,11,52.19,52.67,52.13,52.30,51.43,925500
2022,02,14,52.13,52.30,51.67,52.20,51.33,2081500
2022,02,15,52.43,52.48,52.17,52.29,51.42,1049100
2022,02,16,52.29,52.60,52.17,52.43,51.56,1188000
2022,02,17,52.28,52.78,52.21,52.56,51.68,876400
2022,02,18,52.57,52.92,52.24,52.28,51.41,979500
2022,02,22,52.09,52.30,51.67,52.03,51.16,2085600
2022,02,23,52.32,52.47,51.67,51.73,50.87,1043300
2022,02,24,50.85,52.32,50.68,52.15,51.28,2411000
2022,02,25,52.37,52.95,52.16,52.86,51.98,2801800
2022,02,28,52.55,52.95,52.31,52.53,51.65,1976800
2022,03,01,52.53,52.96,52.40,52.61,51.73,1782600
2022,03,02,52.84,54.02,52.84,53.97,53.07,1701200
2022,03,03,53.99,54.88,53.92,54.71,53.80,2436300
2022,03,04,54.20,55.96,54.15,55.91,54.98,1877700
2022,03,07,55.64,56.33,55.45,55.54,54.61,2016500
2022,03,08,55.42,55.58,53.61,53.65,52.76,2716300
2022,03,09,53.92,54.39,53.38,54.02,53.12,3154700
2022,03,10,53.89,54.45,53.67,54.30,53.40,1184000
2022,03,11,54.56,55.43,54.46,55.21,54.29,4237100
2022,03,14,53.90,54.45,52.97,53.05,53.05,3531800
